Monthly Redistribution Visits by Docking Station,,,,,
January 2017 - July 2017,,,,,
,,,,,
Month,Docking Station,Docking Points,Collection Visits,Distribution Visits,"Total Visits"
Month,Docking Station,Docking Points Constructed,Collection Visits,Distribution Vistis,Total Visits
Jun-17,"Crisp Road, Hammersmith",46,1,3,4
Jun-17,"Cromer Street, Bloomsbury",28,0,15,15
Jun-17,"Crosswall, Tower",34,50,17,67
Jun-17,"Culvert Road, Battersea",27,1,6,7
Jun-17,"Curlew Street, Shad Thames",21,6,1,7
Jun-17,"Curzon Street, Mayfair",16,20,1,21
Jun-17,"Danvers Street, West Chelsea",21,0,1,1
Jun-17,"De Vere Gardens, Kensington",29,1,28,29
Jun-17,"Denyer Street, Knightsbridge",30,3,2,5
Jun-17,"Derry Street, Kensington",18,10,0,10
Jun-17,"Devons Road, Bow",39,1,0,1
Jun-17,"Devonshire Square, Liverpool Street",16,5,2,7
Jun-17,"Devonshire Terrace, Bayswater",15,1,12,13
Jun-17,"Dickens Square, The Borough",32,1,3,4
Jun-17,"Disraeli Road, Putney",33,3,1,4
Jun-17,"Do not use, Not to be used",Not to be used,33,3,36
Jun-17,"Do not use, Not to be used",Not to be used,92,1,93
Jun-17,"Do not use, Not to be used",Not to be used,92,1,93
Jun-17,"Do not use, Not to be used",Not to be used,33,3,36
Jun-17,"Dock Street, Wapping",30,6,4,10
Jun-17,"Doddington Grove, Kennington",36,4,5,9
Jun-17,"Doric Way, Somers Town",31,32,50,82
Jun-17,"Dorothy Road, Clapham Junction",28,0,5,5
Jun-17,"Dorset Square, Marylebone",16,12,14,26
Jun-17,"Drayton Gardens, Chelsea",18,2,5,7
Jun-17,"Driffield Road, Old Ford",19,7,5,12
Jun-17,"Drummond Street, Euston",28,35,56,91
Jun-17,"Drury Lane, Covent Garden",27,37,27,64
Jun-17,"Duke Street Hill, London Bridge",21,6,1,7
Jun-17,"Dunston Road, Haggerston",43,3,13,16
Jun-17,"Durant Street, Bethnal Green",24,4,14,18
Jun-17,"Eagle Wharf Road, Hoxton",45,4,35,39
Jun-17,"Earnshaw Street, Covent Garden",18,7,3,10
Jun-17,"East Ferry Road, Cubitt Town",17,0,0,0
Jun-17,"East India DLR, Blackwall",51,2,0,2
Jun-17,"East Road, Hoxton",27,4,18,22
Jun-17,"East Village, QEOP",34,3,2,5
Jun-17,"Eastbourne Mews, Paddington",34,2,24,26
Jun-17,"Eaton Square (South), Belgravia",31,6,0,6
Jun-17,"Eaton Square, Belgravia",20,0,8,8
Jun-17,"Ebury Bridge, Pimlico",29,0,3,3
Jun-17,"Eccleston Place, Victoria",19,4,3,7
Jun-17,"Edgware Road Station, Paddington",64,1,12,13
Jun-17,"Eel Brook Common, Walham Green",24,0,5,5
Jun-17,"Elizabeth Bridge, Victoria",34,7,2,9
Jun-17,"Elysium Place, Fulham",21,0,1,1
Jun-17,"Embankment (Savoy), Strand",42,15,3,18
Jun-17,"Emperor's Gate, South Kensington",22,0,6,6
Jun-17,"Empire Square, The Borough",46,5,4,9
Jun-17,"Endsleigh Gardens, Euston",32,47,51,98
Jun-17,"Erin Close, Walham Green",24,7,2,9
Jun-17,"Esmond Street, Putney",30,4,0,4
Jun-17,"Ethelburga Estate, Battersea Park",30,1,6,7
Jun-17,"Euston Road, Euston",24,16,16,32
Jun-17,"Everington Street, Fulham",31,0,3,3
Jun-17,"Eversholt Street, Camden Town",16,4,12,16
Jun-17,"Evesham Street, Avondale",29,0,1,1
Jun-17,"Exhibition Road Museums, South Kensington",22,15,3,18
Jun-17,"Exhibition Road, Knightsbridge",20,89,21,110
Jun-17,"Falcon Road, Clapham Junction",28,3,1,4
Jun-17,"Falkirk Street, Hoxton",26,0,11,11
Jun-17,"Fanshaw Street, Hoxton",34,2,18,20
Jun-17,"Farm Street, Mayfair",15,6,1,7
Jun-17,"Farringdon Lane, Clerkenwell",16,12,5,17
Jun-17,"Fashion Street, Whitechapel",30,3,3,6
Jun-17,"Fawcett Close, Battersea",36,0,4,4
Jun-17,"Felsham Road, Putney",18,11,0,11
Jun-17,"Finlay Street, Fulham",18,0,0,0
Jun-17,"Finnis Street, Bethnal Green",29,2,7,9
Jun-17,"Finsbury Circus, Liverpool Street",32,49,10,59
Jun-17,"Finsbury Leisure Centre, St. Luke's",20,5,3,8
Jun-17,"Finsbury Library, Finsbury",29,1,9,10
Jun-17,"Finsbury Square, Moorgate",33,25,2,27
Jun-17,"Fire Brigade Pier, Vauxhall",30,3,25,28
Jun-17,"Fishermans Walk West, Canary Wharf",36,0,0,0
Jun-17,"Flamborough Street, Limehouse",25,3,1,4
Jun-17,"Flood Street, Chelsea",18,4,1,5
Jun-17,"Ford Road, Old Ford",18,4,4,8
Jun-17,"Fore Street, Guildhall",19,10,2,12
Jun-17,"Fournier Street, Whitechapel",18,9,0,9
Jun-17,"Frampton Street, Paddington",32,0,15,15
Jun-17,"Freston Road, Avondale",23,0,0,0
Jun-17,"Frith Street, Soho",18,17,0,17
Jun-17,"Fulham Broadway, Walham Green",26,6,3,9
Jun-17,"Fulham Park Road, Fulham",27,1,4,5
Jun-17,"Furze Green, Bow",36,0,0,0
Jun-17,"Garnet Street, Shadwell",24,5,10,15
Jun-17,"Gaywood Street, Elephant & Castle",45,1,0,1
Jun-17,"Gaywood Street, Elephant & Castle",45,1,5,6
Jun-17,"George Place Mews, Marylebone",16,6,3,9
Jun-17,"George Street, Marylebone",26,13,1,14
Jun-17,"Geraldine Street, Elephant & Castle",17,0,3,3
Jun-17,"Geraldine Street, Elephant & Castle",17,1,0,1
Jun-17,"Globe Town Market, Bethnal Green",20,6,8,14
Jun-17,"Gloucester Avenue, Camden Town",24,6,10,16
Jun-17,"Gloucester Road (Central), South Kensington",19,2,5,7
Jun-17,"Gloucester Road (North), Kensington",16,0,2,2
Jun-17,"Gloucester Road Station, South Kensington",15,6,3,9
Jun-17,"Gloucester Street, Pimlico",25,3,20,23
Jun-17,"Gloucester Terrace, Bayswater",23,0,10,10
Jun-17,"Godliman Street, St. Paul's",25,80,47,127
Jun-17,"Golden Lane, Barbican",27,14,1,15
Jun-17,"Golden Square, Soho",18,14,5,19
Jun-17,"Goldsmiths Row, Haggerston",27,5,10,15
Jun-17,"Good's Way, King's Cross",27,2,8,10
Jun-17,"Goswell Road (City Uni), Finsbury",17,0,16,16
Jun-17,"Gower Place, Euston",17,3,9,12
Jun-17,"Grafton Street, Mayfair",18,27,0,27
Jun-17,"Graham Street, Angel",26,3,25,28
Jun-17,"Granby Street, Shoreditch",37,0,21,21
Jun-17,"Grant Road, Clapham Junction",120,3,3,6
Jun-17,"Grant Road, Clapham Junction",120,6,0,6
Jun-17,"Grant Road, Clapham Junction",120,3,1,4
Jun-17,"Grant Road, Clapham Junction",120,6,0,6
Jun-17,"Grant Road, Clapham Junction",120,3,1,4
Jun-17,"Grant Road, Clapham Junction",120,3,1,4
Jun-17,"Grant Road, Clapham Junction",120,3,3,6
Jun-17,"Grant Road, Clapham Junction",120,6,0,6
Jun-17,"Grant Road, Clapham Junction",120,3,3,6
Jun-17,"Great Dover Street, The Borough",33,4,2,6
Jun-17,"Great Marlborough Street, Soho",41,19,1,20
Jun-17,"Great Percy Street, Clerkenwell",23,7,21,28
Jun-17,"Great Russell Street, Bloomsbury",26,12,3,15
Jun-17,"Great Suffolk Street, The Borough",21,1,4,5
Jun-17,"Great Titchfield Street, Fitzrovia",19,3,0,3
Jun-17,"Great Tower Street, Monument",24,58,19,77
Jun-17,"Green Park Station, West End",28,52,25,77
Jun-17,"Green Street, Mayfair",19,10,4,14
Jun-17,"Greenberry Street, St. John's Wood",24,0,7,7
Jun-17,"Greenland Road, Camden Town",36,5,4,9
Jun-17,"Grenfell Road, Avondale",24,2,1,3
Jun-17,"Greycoat Street, Westminster",17,16,5,21
Jun-17,"Greyhound Road, Hammersmith",37,0,3,3
Jun-17,"Grosvenor Crescent, Belgravia",18,1,4,5
Jun-17,"Grosvenor Road, Pimlico",29,0,10,10
Jun-17,"Grosvenor Square, Mayfair",17,18,4,22
Jun-17,"Grove End Road, St. John's Wood",20,0,8,8
Jun-17,"Guildhouse Street, Victoria",16,6,6,12
Jun-17,"Guilford Street, Bloomsbury",38,2,7,9
Jun-17,"Gunmakers Lane, Old Ford",17,8,2,10
Jun-17,"Gwendwr Road, West Kensington",30,0,2,2
Jun-17,"Haggerston Road, Haggerston",37,3,6,9
Jun-17,"Halford Road, Fulham",24,3,1,4
Jun-17,"Hammersmith Road, Hammersmith",22,3,1,4
Jun-17,"Hammersmith Town Hall, Hammersmith",28,11,0,11
Jun-17,"Hampstead Road (Cartmel), Euston",16,1,7,8
Jun-17,"Hampstead Road, Euston",54,4,30,34
Jun-17,"Hampton Street, Walworth",21,4,7,11
Jun-17,"Handyside Street, King's Cross",27,2,6,8
Jun-17,"Hansard Mews, Shepherds Bush",20,3,0,3
Jun-17,"Harcourt Terrace, West Brompton",24,0,8,8
Jun-17,"Hardwick Street, Clerkenwell",30,2,34,36
Jun-17,"Harford Street, Mile End",23,1,3,4
Jun-17,"Harper Road, The Borough",42,1,6,7
Jun-17,"Harriet Street, Knightsbridge",27,5,1,6
Jun-17,"Harrington Square, Camden Town",65,3,4,7
Jun-17,"Harrington Square, Camden Town",65,3,16,19
Jun-17,"Harrowby Street, Marylebone",16,0,15,15
Jun-17,"Hartington Road, Stockwell",35,4,6,10
Jun-17,"Hatton Garden, Holborn",28,28,36,64
Jun-17,"Hatton Wall, Holborn",26,59,50,109
Jun-17,"Hawley Crescent, Camden Town",22,4,4,8
Jun-17,"Heath Road, Battersea",27,3,3,6
Jun-17,"Here East North, Queen Elizabeth Olympic Park",24,2,2,4
Jun-17,"Here East South, Queen Elizabeth Olympic Park",,2,2,4
Jun-17,"Hereford Road, Bayswater",22,0,7,7
Jun-17,"Hermitage Court, Wapping",16,5,12,17
Jun-17,"Heron Quays DLR, Canary Wharf",27,0,0,0
Jun-17,"Hertford Road, De Beauvoir Town",25,4,9,13
Jun-17,"Hewison Street, Old Ford",19,2,4,6
Jun-17,"Hibbert Street, Battersea",36,4,0,4
Jun-17,"High Holborn, Covent Garden",17,13,3,16
Jun-17,"Holborn Circus, Holborn",39,210,85,295
Jun-17,"Holden Street, Battersea",19,2,2,4
Jun-17,"Holland Park, Kensington",30,1,20,21
Jun-17,"Hollybush Gardens, Bethnal Green",32,2,4,6
Jun-17,"Holy Trinity Brompton, Knightsbridge",28,10,0,10
Jun-17,"Hop Exchange, The Borough",57,87,0,87
Jun-17,"Horseferry Road, Westminster",16,45,23,68
Jun-17,"Hortensia Road, West Brompton",28,0,5,5
Jun-17,"Houghton Street, Strand",15,5,1,6
Jun-17,"Houndsditch, Aldgate",28,15,1,16
Jun-17,"Howick Place, Westminster",28,48,5,53
Jun-17,"Howland Street, Fitzrovia",30,7,0,7
Jun-17,"Hoxton Station, Haggerston",22,2,12,14
Jun-17,"Hoxton Street, Hoxton",27,1,12,13
Jun-17,"Humbolt Road, Fulham",27,0,5,5
Jun-17,"Hurlingham Park, Parsons Green",20,0,3,3
Jun-17,"Hyde Park Corner, Hyde Park",28,0,3,3
Jun-17,"Ilchester Gardens, Bayswater",21,0,10,10
Jun-17,"Ilchester Place, Kensington",24,0,6,6
Jun-17,"Imperial College, Knightsbridge",21,25,2,27
Jun-17,"Imperial Road, Sands End",37,0,2,2
Jun-17,Imperial Wharf Station,25,2,1,3
Jun-17,"Ingrave Street, Battersea",30,0,4,4
Jun-17,"Irene Road, Parsons Green",43,0,6,6
Jun-17,"Islington Green, Angel",21,10,11,21
Jun-17,"Jewry Street, Aldgate",17,9,0,9
Jun-17,"Jubilee Cresent, Cubitt Town",53,2,0,2
Jun-17,"Jubilee Gardens, South Bank",30,39,14,53
Jun-17,"Jubilee Plaza, Canary Wharf",63,3,2,5
Jun-17,"Jubilee Street, Stepney",28,1,12,13
Jun-17,"Kennington Cross, Kennington",29,14,22,36
Jun-17,"Kennington Lane Rail Bridge, Vauxhall",36,0,0,0
Jun-17,"Kennington Lane Tesco, Vauxhall",15,9,0,9
Jun-17,"Kennington Oval, Oval",32,10,5,15
Jun-17,"Kennington Road Post Office, Oval",18,8,11,19
Jun-17,"Kennington Road, Vauxhall",36,3,15,18
Jun-17,"Kennington Station, Kennington",23,1,4,5
Jun-17,"Kensington Church Street, Kensington",17,1,1,2
Jun-17,"Kensington Gore, Knightsbridge",23,1,23,24
Jun-17,"Kensington Olympia Station, Olympia",25,0,1,1
Jun-17,"Kensington Town Hall, Kensington",18,0,2,2
Jun-17,"Killick Street, King's Cross",22,1,12,13
Jun-17,"King Edward Street, St Pauls",20,35,9,44
Jun-17,"King Edward Walk, Waterloo",22,4,4,8
Jun-17,"Kings Gate House, Westminster",24,22,8,30
Jun-17,"Kingsway Southbound, Strand",33,10,1,11
Jun-17,"Kingsway, Covent Garden",16,2,5,7
Jun-17,"Knaresborough Place, Earl's Court",18,1,5,6
Jun-17,"Knightsbridge, Hyde Park",43,0,18,18
Jun-17,"Ladbroke Grove Central, Notting Hill",21,0,10,10
Jun-17,"Lambeth North Station, Waterloo",20,2,3,5
Jun-17,"Lambeth Palace Road, Waterloo",34,14,0,14
Jun-17,"Lambeth Road, Vauxhall",18,1,13,14
Jun-17,"Lancaster Drive, Blackwall",27,0,0,0
Jun-17,"Lancaster Gate, Bayswater",38,1,29,30
Jun-17,"Langdon Park, Poplar",24,4,0,4
Jun-17,"Lansdowne Road, Ladbroke Grove",30,1,2,3
Jun-17,"Lansdowne Walk, Notting Hill",21,0,9,9
Jun-17,"Lansdowne Way Bus Garage, Stockwell",28,6,2,8
Jun-17,"Lavington Street, Bankside",29,4,4,8
Jun-17,"Lee Valley Velo Park, QEOP",44,0,2,2
Jun-17,"Leman Street, Aldgate",37,13,15,28
Jun-17,"Leonard Circus, Shoreditch",41,14,0,14
Jun-17,"Lexham Gardens, Kensington",19,0,4,4
Jun-17,"Lightermans Road, Millwall",57,3,0,3
Jun-17,"Limburg Road, Clapham Common",21,0,4,4
Jun-17,"Limerston Street, Chelsea",18,0,4,4
Jun-17,"Lincoln's Inn Fields, Holborn",28,12,3,15
Jun-17,"Lindfield Street, Poplar",43,1,1,2
Jun-17,"Lisson Grove, St. John's Wood",18,0,11,11
Jun-17,"Little Argyll Street, West End",21,63,7,70
Jun-17,"Little Brook Green, Brook Green",33,7,0,7
Jun-17,"Liverpool Road (N1 Centre), Angel",24,0,0,0
Jun-17,"LMU Commercial Road, Whitechapel",14,0,4,4
Jun-17,"Lodge Road, St. John's Wood",18,1,4,5
Jun-17,"Lollard Street, Vauxhall",25,3,16,19
Jun-17,"London Aquatics Centre, QEOP",64,8,2,10
Jun-17,"London Zoo Car Park, Regent's Park",36,3,9,12
Jun-17,"London Zoo, Regent's Park",32,4,5,9
Jun-17,"Long Lane, Bermondsey",20,3,7,10
Jun-17,"Longford Street, Regent's Park",21,1,9,10
Jun-17,"Lord's, St. John's Wood",24,1,13,14
Jun-17,"Lots Road, West Chelsea",24,0,6,6
Jun-17,"Lower Marsh, Waterloo",17,5,1,6
Jun-17,"Lower Thames Street, Monument",24,2,1,3
Jun-17,"LSBU (Borough Road), Elephant & Castle",35,0,6,6
Jun-17,"Macclesfield Road, St. Luke's",28,1,26,27
Jun-17,"Maclise Road, Olympia",26,1,1,2
Jun-17,"Malet Street, Bloomsbury",40,30,22,52
Jun-17,"Mallory Street, Marylebone",20,0,11,11
Jun-17,"Malmesbury Road, Bow",21,0,4,4
Jun-17,"Manbre Road, Hammersmith",28,0,3,3
Jun-17,"Manfred Road, East Putney",29,0,5,5
Jun-17,"Manresa Road, Chelsea",18,1,2,3
Jun-17,"Margery Street, Clerkenwell",19,1,14,15
Jun-17,"Marloes Road, Kensington",14,0,5,5
Jun-17,"Marylebone Lane, Marylebone",24,16,0,16
Jun-17,"Melton Street, Euston",27,0,0,0
Jun-17,"Merchant Street, Bow",27,0,3,3
Jun-17,"Mexfield Road, East Putney",18,0,3,3
Jun-17,"Michael Road, Walham Green",37,0,2,2
Jun-17,"Mile End Park Leisure Centre, Mile End",47,0,7,7
Jun-17,"Mile End Stadium, Mile End",22,1,2,3
Jun-17,"Millbank Tower, Pimlico",24,23,18,41
Jun-17,"Millennium Hotel, Mayfair",27,23,9,32
Jun-17,"Millharbour, Millwall",19,3,0,3
Jun-17,"Milroy Walk, South Bank",30,2,3,5
Jun-17,"Monier Road, QEOP",27,2,0,2
Jun-17,"Montgomery Square, Canary Wharf",39,3,0,3
Jun-17,"Montpelier Street, Knightsbridge",16,4,0,4
Jun-17,"Montserrat Road, Putney",23,9,0,9
Jun-17,"Monument Street, Monument",22,12,2,14
Jun-17,"Moor Street, Soho",16,34,2,36
Jun-17,"Moorfields, Moorgate",54,55,14,69
Jun-17,"Morie Street, Wandsworth",28,8,1,9
Jun-17,"Mostyn Grove, Bow",46,0,3,3
Jun-17,"Mudchute DLR, Cubitt Town",31,1,0,1
Jun-17,"Murray Grove, Hoxton",27,2,18,20
Jun-17,"Museum of London, Barbican",52,0,0,0
Jun-17,"Nantes Close, Wandsworth",22,0,1,1
Jun-17,"Napier Avenue, Millwall",20,3,0,3
Jun-17,"Natural History Museum, South Kensington",42,2,5,7
Jun-17,"Naval Row, Blackwall",21,2,0,2
Jun-17,"Nesham Street, Wapping",16,8,8,16
Jun-17,"Nevern Place, Earl's Court",20,1,3,4
Jun-17,"Neville Gill Close, Wandsworth",32,5,0,5
Jun-17,"New Cavendish Street, Marylebone",18,7,0,7
Jun-17,"New Fetter Lane, Holborn",18,29,21,50
Jun-17,"New Globe Walk, Bankside",19,4,7,11
Jun-17,"New Inn Yard, Shoreditch",20,5,1,6
Jun-17,"New Kent Road, The Borough",33,5,4,9
Jun-17,"New North Road, Hoxton",44,0,14,14
Jun-17,"New North Road, Hoxton",44,0,11,11
Jun-17,"New Road, Whitechapel",73,0,3,3
Jun-17,"New Spring Gardens Walk, Vauxhall",40,11,0,11
Jun-17,"Newby Place, Poplar",18,4,0,4
Jun-17,"Newgate Street, St. Paul's",34,132,101,233
Jun-17,"Newton Street, Covent Garden",24,34,20,54
Jun-17,"Normand Park, Fulham",24,3,0,3
Jun-17,"North Audley Street, Mayfair",17,8,2,10
Jun-17,"North Wharf Road, Paddington",25,4,15,19
Jun-17,"Northdown Street, King's Cross",21,4,4,8
Jun-17,"Northfields, Wandsworth",28,6,1,7
Jun-17,"Northington Street, Holborn",19,15,8,23
Jun-17,"Northumberland Avenue, Strand",37,23,0,23
Jun-17,"Norton Folgate, Liverpool Street",23,12,5,17
Jun-17,"Notting Hill Gate Station, Notting Hill",31,1,27,28
Jun-17,"Nutford Place, Marylebone",18,0,12,12
Jun-17,"Old Brompton Road, South Kensington",31,0,11,11
Jun-17,"Old Ford Road, Bethnal Green",24,1,6,7
Jun-17,"Old Montague Street, Whitechapel",18,0,4,4
Jun-17,"Old Quebec Street, Marylebone",16,7,1,8
Jun-17,"Old Street Station, St. Luke's",37,22,3,25
Jun-17,"Olympia Way, Olympia",38,1,3,4
Jun-17,"One Tower Bridge, Bermondsey",13,0,0,0
Jun-17,"Ontario Street, Elephant & Castle",15,5,2,7
Jun-17,"Orbel Street, Battersea",26,1,6,7
Jun-17,"Ormonde Gate, Chelsea",24,3,0,3
Jun-17,"Orsett Terrace, Bayswater",15,0,6,6
Jun-17,"Osiers Road, Wandsworth",30,5,0,5
Jun-17,"Ossulston Street, Somers Town",30,7,6,13
Jun-17,"Oval Way, Vauxhall",21,11,0,11
Jun-17,"Oxford Road, Putney",29,7,0,7
Jun-17,"Paddington Green Police Station, Paddington",39,3,7,10
Jun-17,"Paddington Green, Paddington",20,0,10,10
Jun-17,"Paddington Street, Marylebone",16,3,4,7
Jun-17,"Page Street, Westminster",24,51,43,94
Jun-17,"Palace Gardens Terrace, Notting Hill",37,0,24,24
Jun-17,"Palace Gate, Kensington Gardens",16,0,3,3
Jun-17,"Palissy Street, Shoreditch",26,1,7,8
Jun-17,"Pall Mall East, West End",22,24,1,25
Jun-17,"Pancras Road, King's Cross",16,4,4,8
Jun-17,"Panton Street, West End",21,13,1,14
Jun-17,"Park Lane, Hyde Park",28,1,9,10
Jun-17,"Park Lane, Mayfair",18,1,6,7
Jun-17,"Park Road (Baker Street), Regent's Park",22,0,5,5
Jun-17,"Park Street, Bankside",18,5,1,6
Jun-17,"Parkway, Camden Town",33,11,4,15
Jun-17,"Parsons Green Station, Parsons Green",56,1,7,8
Jun-17,"Parson's Green, Parson's Green",21,0,4,4
Jun-17,"Pembridge Villas, Notting Hill",16,2,6,8
Jun-17,"Penfold Street, Marylebone",15,1,7,8
Jun-17,"Pennington Street, Wapping",45,1,3,4
Jun-17,"Penywern Road, Earl's Court",17,1,5,6
Jun-17,"Percival Street, Finsbury",22,1,8,9
Jun-17,"Peterborough Road, Sands End",30,0,0,0
Jun-17,"Phene Street, Chelsea",23,1,5,6
Jun-17,"Phillimore Gardens, Kensington",37,3,0,3
Jun-17,"Philpot Street, Whitechapel",30,1,4,5
Jun-17,"Pitfield Street (North), Hoxton",28,5,16,21
Jun-17,"Pitfield Street Central, Hoxton",22,1,19,20
Jun-17,"Plough Terrace, Clapham Junction",31,0,5,5
Jun-17,"Podium, QEOP",40,3,2,5
Jun-17,"Pont Street, Knightsbridge",24,2,0,2
Jun-17,"Porchester Place, Paddington",18,0,6,6
Jun-17,"Portland Place, Marylebone",34,1,1,2
Jun-17,"Portman Square, Marylebone",17,13,0,13
Jun-17,"Portugal Street, Holborn",16,10,3,13
Jun-17,"Pott Street, Bethnal Green",20,1,4,5
Jun-17,"Poured Lines, Bankside",31,6,0,6
Jun-17,"Preston's Road, Cubitt Town",26,3,0,3
Jun-17,"Prince Albert Road, Regent's Park",24,0,4,4
Jun-17,"Prince Consort Road, Knightsbridge",18,57,16,73
Jun-17,"Prince of Wales Drive, Battersea Park",21,4,4,8
Jun-17,"Princedale Road, Holland Park",25,0,3,3
Jun-17,"Princes Square, Bayswater",16,0,5,5
Jun-17,"Pritchard's Road, Bethnal Green",30,4,8,12
Jun-17,"Putney Bridge Road, East Putney",29,2,3,5
Jun-17,"Putney Bridge Station, Fulham",21,3,0,3
Jun-17,"Putney Pier, Wandsworth",29,11,0,11
Jun-17,"Putney Rail Station, Putney",20,3,2,5
Jun-17,"Queen Mary's, Mile End",45,2,10,12
Jun-17,"Queen Mother Sports Centre, Victoria",26,21,0,21
Jun-17,"Queen Street, Bank",56,4,1,5
Jun-17,"Queen Street, Bank",56,1,1,2
Jun-17,"Queen Victoria Street, St. Paul's",32,33,12,45
Jun-17,"Queen's Circus, Battersea Park",28,4,9,13
Jun-17,"Queen's Gate (Central), South Kensington",31,1,8,9
Jun-17,"Queen's Gate (North), Kensington",19,0,4,4
Jun-17,"Queen's Gate (South), South Kensington",25,1,2,3
Jun-17,"Queen's Gate, Kensington Gardens",21,0,2,2
Jun-17,"Queensbridge Road, Haggerston",35,1,8,9
Jun-17,"Queensdale Road, Shepherd's Bush",31,1,1,2
Jun-17,"Rainville Road, Hammersmith",36,2,3,5
Jun-17,"Ram Street, Wandsworth",25,8,0,8
Jun-17,"Rampayne Street, Pimlico",21,1,9,10
Jun-17,"Ranelagh Gardens, Fulham",39,0,2,2
Jun-17,"Rathbone Street, Fitzrovia",15,2,1,3
Jun-17,"Ravenscourt Park Station, Hammersmith",26,5,0,5
Jun-17,"Reardon Street, Wapping",22,4,11,15
Jun-17,"Rectory Square, Stepney",22,0,5,5
Jun-17,"Red Lion Square, Holborn",16,12,12,24
Jun-17,"Red Lion Street, Holborn",36,40,41,81
Jun-17,"Regency Street, Westminster",22,3,10,13
Jun-17,"Regent's Row, Haggerston",24,18,18,36
Jun-17,"Richmond Way, Shepherd's Bush",27,1,0,1
Jun-17,"Rifle Place, Avondale",21,2,0,2
Jun-17,"Risinghill Street, Angel",25,2,23,25
Jun-17,"River Street, Clerkenwell",19,0,26,26
Jun-17,"Riverlight North, Nine Elms",24,0,4,4
Jun-17,"Riverlight South, Nine Elms",26,0,0,0
Jun-17,"Rochester Row, Westminster",13,24,7,31
Jun-17,"Rodney Road, Walworth",24,3,16,19
Jun-17,"Roscoe Street, St. Luke's",18,10,2,12
Jun-17,"Rossmore Road, Marylebone",18,1,9,10
Jun-17,"Royal Avenue, Chelsea",20,5,0,5
Jun-17,"Royal Avenue, Chelsea",20,13,0,13
Jun-17,"Royal College Street, Camden Town",57,7,19,26
Jun-17,"Royal London Hospital, Whitechapel",41,0,6,6
Jun-17,"Russell Gardens, Holland Park",24,0,2,2
Jun-17,"Russell Square Station, Bloomsbury",26,3,27,30
Jun-17,"Sackville Street, Mayfair",18,14,1,15
Jun-17,"Sadlers Sports Centre, Finsbury",17,4,0,4
Jun-17,"Sail Street, Vauxhall",24,2,9,11
Jun-17,"Salmon Lane, Limehouse",33,0,3,3
Jun-17,"Sancroft Street, Vauxhall",24,1,7,8
Jun-17,"Sandilands Road, Walham Green",21,0,1,1
Jun-17,"Santos Road, Wandsworth",30,0,5,5
Jun-17,"Sardinia Street, Holborn",24,25,28,53
Jun-17,"Saunders Ness Road, Cubitt Town",35,3,0,3
Jun-17,"Scala Street, Fitzrovia",21,5,0,5
Jun-17,"Sedding Street, Sloane Square",27,10,0,10
Jun-17,"Selby Street, Whitechapel",17,0,4,4
Jun-17,"Serpentine Car Park, Hyde Park",16,2,3,5
Jun-17,"Seville Street, Knightsbridge",27,2,2,4
Jun-17,"Seymour Place, Marylebone",33,0,12,12
Jun-17,"Shadwell Station, Shadwell",35,5,15,20
Jun-17,"Sheepcote Lane, Battersea",28,0,3,3
Jun-17,"Shepherd's Bush Road North, Shepherd's Bush",34,3,2,5
Jun-17,"Shoreditch Court, Haggerston",39,1,5,6
Jun-17,"Shoreditch High Street, Shoreditch",40,8,13,21
Jun-17,"Shoreditch Park, Hoxton",30,3,18,21
Jun-17,"Shouldham Street, Marylebone",16,1,9,10
Jun-17,"Silverthorne Road, Battersea",28,1,8,9
Jun-17,"Simpson Street, Battersea",25,1,2,3
Jun-17,"Sirdar Road, Avondale",26,2,1,3
Jun-17,"Sloane Avenue, Knightsbridge",30,5,0,5
Jun-17,"Smith Square, Westminster",18,53,34,87
Jun-17,"Smugglers Way, Wandsworth",28,6,1,7
Jun-17,"Snow Hill, Farringdon",15,21,11,32
Jun-17,"Snowsfields, London Bridge",31,4,3,7
Jun-17,"Soho Square, Soho",55,45,5,50
Jun-17,"Somerset House, Strand",41,11,0,11
Jun-17,"Sopwith Way, Wandsworth",30,1,3,4
Jun-17,"South Audley Street, Mayfair",15,9,1,10
Jun-17,"South Kensington Station, South Kensington",15,31,10,41
Jun-17,"South Lambeth Road, Vauxhall",21,3,2,5
Jun-17,"South Parade, Chelsea",18,0,0,0
Jun-17,"South Park, Sands End",28,0,2,2
Jun-17,"South Quay East, Canary Wharf",36,0,0,0
Jun-17,"South Wharf Road, Paddington",16,26,21,47
Jun-17,"Southampton Place, Holborn",20,15,4,19
Jun-17,"Southampton Street, Strand",14,16,4,20
Jun-17,"Southern Grove, Bow",17,0,1,1
Jun-17,"Southerton Road, Hammersmith",38,8,0,8
Jun-17,"Southwark Station, Southwark",82,10,1,11
Jun-17,"Southwark Station, Southwark",82,3,3,6
Jun-17,"Southwark Street, Bankside",23,3,0,3
Jun-17,"Southwick Street, Paddington",17,7,11,18
Jun-17,"Spanish Road, Wandsworth",30,0,2,2
Jun-17,"Spencer Park, Wandsworth Common",25,1,2,3
Jun-17,"Spindrift Avenue, Millwall",36,1,0,1
Jun-17,"St John's Park, Cubitt Town",30,1,1,2
Jun-17,"St Katharine’s Way, Tower",24,2,6,8
Jun-17,"St Martin's Close, Camden Town",18,0,9,9
Jun-17,"St. Bride Street, Holborn",24,31,11,42
